   1964   9   20     8       0    37     ---,1964,37,20,8
   1964  10   13     4       5    77     ---,1964,77,13,4
   1964  11   11     4       3    45     ---,1964,45,11,4
   1964  12    7     0      17    65     ---,1964,65,7,0
   1965   1    7     0      14    74     ---,1965,74,7,0
   1965   2    6     0      13     3     ---,1965,3,6,0
   1965   3   10     1      12    75     ---,1965,75,10,1
   1965   4   13     3       6    32     ---,1965,32,13,3
   1965   5   16     7       1    59     ---,1965,59,16,7
   1965   6   19     9       0    41     ---,1965,41,19,9
   1965   7   18    10       0   155     ---,1965,155,18,10
   1965   8   19    10       0    89     ---,1965,89,19,10
   1965   9   16     8       0    77     ---,1965,77,16,8
   1965  10   16     7       1    16     ---,1965,16,16,7
   1965  11    9     2      12    88     ---,1965,88,9,2
   1965  12    9     1       8    94     ---,1965,94,9,1
   1966   1    6     1      11    54     ---,1966,54,6,1
   1966   2    9     4       0   100     ---,1966,100,9,4
   1966   3   11     2       6    19     ---,1966,19,11,2
   1966   4   12     4       1    95     ---,1966,95,12,4
   1966   5   16     6       0    73     ---,1966,73,16,6
   1966   6   20    10       0    49     ---,1966,49,20,10
   1966   7   20    10       0    54     ---,1966,54,20,10
   1966   8   20    10       0   106     ---,1966,106,20,10
   1966   9   19     9       0    20     ---,1966,20,19,9
   1966  10   14     6       2   126     ---,1966,126,14,6
   1966  11    9     2       6    90     ---,1966,90,9,2
   1966  12   10     2       7    83     ---,1966,83,10,2
   1967   1    7     1      12    67     ---,1967,67,7,1
   1967   2    9     1      11    78     ---,1967,78,9,1
   1967   3   11     3       4    53     ---,1967,53,11,3
   1967   4   12     4       4    16     ---,1967,16,12,4
   1967   5   15     6       2   131     ---,1967,131,15,6
   1967   6   20     9       0    23     ---,1967,23,20,9
   1967   7   21    11       0    65     ---,1967,65,21,11
   1967   8   20    11       0    42     ---,1967,42,20,11
   1967   9   17    10       0    86     ---,1967,86,17,10
   1967  10   14     8       0   133     ---,1967,133,14,8
   1967  11    9     1      10    38     ---,1967,38,9,1
   1967  12    8     1      13    53     ---,1967,53,8,1
   1968   1    8     2       9    59     ---,1968,59,8,2
   1968   2    5     1      19    48     ---,1968,48,5,1
   1968   3   10     1      10    23     ---,1968,23,10,1
   1968   4   12     2       9    56     ---,1968,56,12,2
   1968   5   15     5       0    51     ---,1968,51,15,5
   1968   6   19    10       0    66     ---,1968,66,19,10
   1968   7   20    10       0    89     ---,1968,89,20,10
   1968   8   19    12       0    48     ---,1968,48,19,12
   1968   9   18    10       0    98     ---,1968,98,18,10
   1968  10   16    10       0    58     ---,1968,58,16,10
   1968  11   10     4       5    55     ---,1968,55,10,4
   1968  12    6     0      16    61     ---,1968,61,6,0
   1969   1    9     3       6    74     ---,1969,74,9,3
   1969   2    5     1      15    93     ---,1969,93,5,1
   1969   3    9     1       9    51     ---,1969,51,9,1
   1969   4   13     3       5    36     ---,1969,36,13,3
   1969   5   15     7       1    88     ---,1969,88,15,7
   1969   6   19     9       0    30     ---,1969,30,19,9
   1969   7   22    11       0    81     ---,1969,81,22,11
   1969   8   20    12       0    45     ---,1969,45,20,12
   1969   9   18    10       1    56     ---,1969,56,18,10
   1969  10   17     8       1    10     ---,1969,10,17,8
   1969  11   10     2       9   118     ---,1969,118,10,2
   1969  12    7     0      15    68     ---,1969,68,7,0
   1970   1    8     0      10   112     ---,1970,112,8,0
   1970   2    7     0      13    54     ---,1970,54,7,0
   1970   3    8     0      13    34     ---,1970,34,8,0
   1970   4   11     2      10    46     ---,1970,46,11,2
   1970   5   18     7       0    20     ---,1970,20,18,7
   1970   6   21    10       0    42     ---,1970,42,21,10
   1970   7   20    11       0    55     ---,1970,55,20,11
   1970   8   20    11       0   100     ---,1970,100,20,11
   1970   9   19    10       0    65     ---,1970,65,19,10
   1970  10   15     7       2    17     ---,1970,17,15,7
   1970  11   12     5       2   140     ---,1970,140,12,5
   1970  12    7     1      15    36     ---,1970,36,7,1
   1971   1    8     2       7   119     ---,1971,119,8,2
   1971   2    8     0      13    27     ---,1971,27,8,0
   1971   3    9     1      10    51     ---,1971,51,9,1
   1971   4   12     3       2    63     ---,1971,63,12,3
   1971   5   17     6       1    32     ---,1971,32,17,6
   1971   6   17     8       0   112     ---,1971,112,17,8
   1971   7   23    11       0    28     ---,1971,28,23,11
   1971   8   20    11       0    88     ---,1971,88,20,11
   1971   9   20     8       0     7     ---,1971,7,20,8
   1971  10   17     7       1    49     ---,1971,49,17,7
   1971  11   11     1      11    67     ---,1971,67,11,1
   1971  12    9     4       4    44     ---,1971,44,9,4
   1972   1    7     1       9    91     ---,1972,91,7,1
   1972   2    8     2       4   108     ---,1972,108,8,2
   1972   3   11     1       7    85     ---,1972,85,11,1
   1972   4   13     4       4    53     ---,1972,53,13,4
   1972   5   14     6       1    57     ---,1972,57,14,6
   1972   6   15     7       0    78     ---,1972,78,15,7
   1972   7   20    11       0    35     ---,1972,35,20,11
   1972   8   20    10       0    41     ---,1972,41,20,10
   1972   9   17     7       0    28     ---,1972,28,17,7
   1972  10   15     6       4    36     ---,1972,36,15,6
   1972  11   10     1      11    96     ---,1972,96,10,1
   1972  12    9     2       8   125     ---,1972,125,9,2
   1973   1    8     1      14    36     ---,1973,36,8,1
   1973   2    8     0      11    29     ---,1973,29,8,0
   1973   3   11     0      19    19     ---,1973,19,11,0
   1973   4   12     2       4    36     ---,1973,36,12,2
   1973   5   16     7       1    65     ---,1973,65,16,7
   1973   6   19     9       0    87     ---,1973,87,19,9
   1973   7   20    11       0    99     ---,1973,99,20,11
   1973   8   22    11       0    64     ---,1973,64,22,11
   1973   9   19    10       0    66     ---,1973,66,19,10
   1973  10   14     4       5    31     ---,1973,31,14,4
   1973  11   11     2      11    34     ---,1973,34,11,2
   1973  12    9     1      12    75     ---,1973,75,9,1
   1974   1   10     3       3   123     ---,1974,123,10,3
   1974   2    9     2       7    94     ---,1974,94,9,2
   1974   3    9     1       9    33     ---,1974,33,9,1
   1974   4   13     3       4     8     ---,1974,8,13,3
   1974   5   15     6       1    58     ---,1974,58,15,6
   1974   6   19     9       0    90     ---,1974,90,19,9
   1974   7   19    11       0    23     ---,1974,23,19,11
   1974   8   19     9       0   101     ---,1974,101,19,9
   1974   9   16     8       0   160     ---,1974,160,16,8
   1974  10   11     4       2    57     ---,1974,57,11,4
   1974  11   11     4       0   105     ---,1974,105,11,4
   1974  12   11     5       2    34     ---,1974,34,11,5
   1975   1   10     3       3    94     ---,1975,94,10,3
   1975   2    9     1       7    15     ---,1975,15,9,1
   1975   3    8     2       6    82     ---,1975,82,8,2
   1975   4   12     4       6    43     ---,1975,43,12,4
   1975   5   15     6       0    30     ---,1975,30,15,6
   1975   6   21     9       0     5     ---,1975,5,21,9
   1975   7   23    12       0    99     ---,1975,99,23,12
   1975   8   24    13       0    58     ---,1975,58,24,13
   1975   9   18     8       0    83     ---,1975,83,18,8
   1975  10   14     6       4    21     ---,1975,21,14,6
   1975  11   10     2       7    58     ---,1975,58,10,2
   1975  12    7     1      12    15     ---,1975,15,7,1
   1976   1    9     2      10    10     ---,1976,10,9,2
   1976   2    7     1      10    37     ---,1976,37,7,1
   1976   3    9     0      13    56     ---,1976,56,9,0
   1976   4   13     2       8     2     ---,1976,2,13,2
   1976   5   16     6       1    22     ---,1976,22,16,6
   1976   6   23    11       0     4     ---,1976,4,23,11
   1976   7   24    12       0    19     ---,1976,19,24,12
   1976   8   24    11       0    39     ---,1976,39,24,11
   1976   9   17     9       0   150     ---,1976,150,17,9
   1976  10   14     7       0   188     ---,1976,188,14,7
   1976  11   10     2       8    73     ---,1976,73,10,2
   1976  12    5     0      15   108     ---,1976,108,5,0
   1977   1    6     0      14    82     ---,1977,82,6,0
   1977   2    9     3       7   110     ---,1977,110,9,3
   1977   3   10     4       4    95     ---,1977,95,10,4
   1977   4   11     3      11    25     ---,1977,25,11,3
   1977   5   16     5       2    49     ---,1977,49,16,5
   1977   6   16     8       0    74     ---,1977,74,16,8
   1977   7   21    11       0    50     ---,1977,50,21,11
   1977   8   20    11       0    86     ---,1977,86,20,11
   1977   9   17     9       0    18     ---,1977,18,17,9
   1977  10   16     8       0    26     ---,1977,26,16,8
   1977  11   10     3       8    51     ---,1977,51,10,3
   1977  12    9     3       2    88     ---,1977,88,9,3
   1978   1    7     1      12    80     ---,1978,80,7,1
   1978   2    6     0      14   137     ---,1978,137,6,0
   1978   3   10     2       7    61     ---,1978,61,10,2
   1978   4   11     3       6    38     ---,1978,38,11,3
   1978   5   17     6       0    40     ---,1978,40,17,6
   1978   6   18     9       0    41     ---,1978,41,18,9
   1978   7   19    11       0    87     ---,1978,87,19,11
   1978   8   20    10       0    28     ---,1978,28,20,10
   1978   9   19     8       0    16     ---,1978,16,19,8
   1978  10   16     7       1     5     ---,1978,5,16,7
   1978  11   12     4       5    32     ---,1978,32,12,4
   1978  12    8     2      12   128     ---,1978,128,8,2
   1979   1    4     4      24    68     ---,1979,68,4,4
   1979   2    5     1      13    50     ---,1979,50,5,1
   1979   3    9     1       8   104     ---,1979,104,9,1
   1979   4   12     4       5    60     ---,1979,60,12,4
   1979   5   14     5       4   171     ---,1979,171,14,5
   1979   6   18     9       0    48     ---,1979,48,18,9
   1979   7   21    11       0    39     ---,1979,39,21,11
   1979   8   19    10       0    76     ---,1979,76,19,10
   1979   9   18     8       0    20     ---,1979,20,18,8
   1979  10   15     7       0    64     ---,1979,64,15,7
   1979  11   11     3       9    47     ---,1979,47,11,3
   1979  12    9     3       9   136     ---,1979,136,9,3
   1980   1    5     2      24    69     ---,1980,69,5,2
   1980   2   10     3       4    86     ---,1980,86,10,3
   1980   3    8     1       6   113     ---,1980,113,8,1
   1980   4   13     4       6    28     ---,1980,28,13,4
   1980   5   17     5       0    36     ---,1980,36,17,5
   1980   6   18     9       0   139     ---,1980,139,18,9
   1980   7   18    10       0    58     ---,1980,58,18,10
   1980   8   20    11       0    29     ---,1980,29,20,11
   1980   9   19    11       0    69     ---,1980,69,19,11
   1980  10   13     5       3    69     ---,1980,69,13,5
   1980  11    9     3       6    31     ---,1980,31,9,3
   1980  12    9     2      10    47     ---,1980,47,9,2
   1981   1    8     1      11    37     ---,1981,37,8,1
   1981   2    7     0      17    38     ---,1981,38,7,0
   1981   3   11     6       3    75     ---,1981,75,11,6
   1981   4   13     3       3    23     ---,1981,23,13,3
   1981   5   15     7       1    78     ---,1981,78,15,7
   1981   6   17     9       0    39     ---,1981,39,17,9
   1981   7   20    12       0    50     ---,1981,50,20,12
   1981   8   21    11       0    22     ---,1981,22,21,11
   1981   9   19     9       0   115     ---,1981,115,19,9
   1981  10   12     5       3    62     ---,1981,62,12,5
   1981  11   11     4       7    39     ---,1981,39,11,4
   1981  12    5     1      16   147     ---,1981,147,5,1
   1982   1    7     0      11    34     ---,1982,34,7,0
   1982   2    8     2       6    42     ---,1982,42,8,2
   1982   3   10     1      10    89     ---,1982,89,10,1
   1982   4   14     3       4    18     ---,1982,18,14,3
   1982   5   17     6       1    21     ---,1982,21,17,6
   1982   6   20    11       0    97     ---,1982,97,20,11
   1982   7   21    12       0    85     ---,1982,85,21,12
   1982   8   20    11       0    46     ---,1982,46,20,11
   1982   9   19    10       0    57     ---,1982,57,19,10
   1982  10   14     6       1   106     ---,1982,106,14,6
   1982  11   11     5       4   110     ---,1982,110,11,5
   1982  12    8     1      12    82     ---,1982,82,8,1
   1983   1   10     4       3    71     ---,1983,71,10,4
   1983   2    5     0      17    14     ---,1983,14,5,0
   1983   3   10     2       8    42     ---,1983,42,10,2
   1983   4   11     2       5    77     ---,1983,77,11,2
   1983   5   14     6       0    82     ---,1983,82,14,6
   1983   6   19    10       0    33     ---,1983,33,19,10
   1983   7   26    13       0    14     ---,1983,14,26,13
   1983   8   24    12       0    29     ---,1983,29,24,12
   1983   9   18    10       0    65     ---,1983,65,18,10
   1983  10   14     6       2    56     ---,1983,56,14,6
   1983  11   11     4       6    19    44.3,1983,19,11,4
   1983  12    9     2       9    69    64.9,1983,69,9,2
   1984   1    8     1      11   118    64.8,1984,118,8,1
   1984   2    7     1       7    35    64.1,1984,35,7,1
   1984   3    8     1       6    44    78.2,1984,44,8,1
   1984   4   14     2       9     1   241.8,1984,1,14,2
   1984   5   15     5       1    62   178.8,1984,62,15,5
   1984   6   21     9       0    22   271.7,1984,22,21,9
   1984   7   23    11       0    23   268.5,1984,23,23,11
   1984   8   23    12       0    30   179.3,1984,30,23,12
   1984   9   18    10       0    55   128.5,1984,55,18,10
   1984  10   15     8       1    41    85.9,1984,41,15,8
   1984  11   11     4       4   110    63.1,1984,110,11,4
   1984  12    9     1      10    66    55.9,1984,66,9,1
   1985   1    4     3      24    53    50.1,1985,53,4,3
   1985   2    7     0      16    47    79.5,1985,47,7,0
   1985   3    9     0      12    38   118.6,1985,38,9,0
   1985   4   13     4       3    45   139.6,1985,45,13,4
   1985   5   16     6       0    43   197.2,1985,43,16,6
   1985   6   18     8       0    64   172.8,1985,64,18,8
   1985   7   21    11       0    41   208.1,1985,41,21,11
   1985   8   18    11       0    76   166.6,1985,76,18,11
   1985   9   19    10       0    21   134.1,1985,21,19,10
   1985  10   14     7       2    31    94.2,1985,31,14,7
   1985  11    8     1      11    39    83.7,1985,39,8,1
   1985  12   10     4       4   129    40.2,1985,129,10,4
   1986   1    8     1      11    98    51.3,1986,98,8,1
   1986   2    2     3      24     2    76.0,1986,2,2,3
   1986   3    9     1       7    50   110.7,1986,50,9,1
   1986   4   10     1       9    73   144.6,1986,73,10,1
   1986   5   15     6       0    81   180.3,1986,81,15,6
   1986   6   20    10       0    34   217.8,1986,34,20,10
   1986   7   20    11       0    42   200.2,1986,42,20,11
   1986   8   18    10       0    92   151.0,1986,92,18,10
   1986   9   16     6       0    33   150.8,1986,33,16,6
   1986  10   15     7       1    60   102.6,1986,60,15,7
   1986  11   12     4       1    84    73.7,1986,84,12,4
   1986  12   10     3      11   111    55.3,1986,111,10,3
   1987   1    4     1      19    12    65.7,1987,12,4,1
   1987   2    7     0      12    55    63.5,1987,55,7,0
   1987   3    8     1      13    57   114.6,1987,57,8,1
   1987   4   15     5       2    63   185.0,1987,63,15,5
   1987   5   15     5       0    28   207.2,1987,28,15,5
   1987   6   17     9       0    67   140.4,1987,67,17,9
   1987   7   21    11       0    32   202.5,1987,32,21,11
   1987   8   21    11       0    29   198.9,1987,29,21,11
   1987   9   18    10       0    42   123.8,1987,42,18,10
   1987  10   14     6       4   133   105.6,1987,133,14,6
   1987  11   10     3       4    60    62.6,1987,60,10,3
   1987  12    8     3       8    37    38.0,1987,37,8,3
   1988   1    9     2       6   107    54.2,1988,107,9,2
   1988   2    9     0      13    56   114.2,1988,56,9,0
   1988   3   10     3       5    69    96.5,1988,69,10,3
   1988   4   13     3       6    22   167.8,1988,22,13,3
   1988   5   17     7       0    38   219.6,1988,38,17,7
   1988   6   20    10       0    31   168.6,1988,31,20,10
   1988   7   18    11       0   132   144.2,1988,132,18,11
   1988   8   19    10       0    64   170.0,1988,64,19,10
   1988   9   17    10       0    25   156.4,1988,25,17,10
   1988  10   15     7       1    77   106.7,1988,77,15,7
   1988  11   10     0      19    24    89.5,1988,24,10,0
   1988  12   10     4       4    17    34.7,1988,17,10,4
   1989   1    9     2       8    38    59.1,1989,38,9,2
   1989   2   10     2       9    78    98.7,1989,78,10,2
   1989   3   12     4       3    58    98.1,1989,58,12,4
   1989   4   11     2       7    60   154.2,1989,60,11,2
   1989   5   19     8       0    25   245.4,1989,25,19,8
   1989   6   20     9       0    22   213.4,1989,22,20,9
   1989   7   24    13       0    73   266.2,1989,73,24,13
   1989   8   22    11       0    40   264.0,1989,40,22,11
   1989   9   19    10       0    52   124.3,1989,52,19,10
   1989  10   16     8       0    75    88.4,1989,75,16,8
   1989  11   10     3       8    48    73.3,1989,48,10,3
   1989  12    9     2       5   166    34.6,1989,166,9,2
   1990   1   10     4       4   103    52.0,1990,103,10,4
   1990   2   11     5       0   133    95.1,1990,133,11,5
   1990   3   12     4       4    25   150.3,1990,25,12,4
   1990   4   13     3       5    30   229.2,1990,30,13,3
   1990   5   19     7       0     5   273.6,1990,5,19,7
   1990   6   17    10       0    49   115.7,1990,49,17,10
   1990   7   23    12       0    22   268.6,1990,22,23,12
   1990   8   23    12       0    46   191.8,1990,46,23,12
   1990   9   18     8       0    49   183.5,1990,49,18,8
   1990  10   15     9       0    43    98.3,1990,43,15,9
   1990  11   10     4       9    41    59.0,1990,41,10,4
   1990  12    7     1      14    63    40.7,1990,63,7,1
   1991   1    7     0      12    86    74.4,1991,86,7,0
   1991   2    5     3      20    31    65.3,1991,31,5,3
   1991   3   11     4       6    58    89.2,1991,58,11,4
   1991   4   12     4       4    80   125.9,1991,80,12,4
   1991   5   15     7       0    12   129.4,1991,12,15,7
   1991   6   16     8       0    98   119.6,1991,98,16,8
   1991   7   20    12       0    77   159.7,1991,77,20,12
   1991   8   22    12       0    37   213.4,1991,37,22,12
   1991   9   20    10       0    69   181.7,1991,69,20,10
   1991  10   13     6       1    71    72.7,1991,71,13,6
   1991  11   10     3       6    47    59.1,1991,47,10,3
   1991  12    8     1      10    23    43.5,1991,23,8,1
   1992   1    6     0      16    31    46.2,1992,31,6,0
   1992   2    9     1       9    24    51.0,1992,24,9,1
   1992   3   11     4       2    46    78.7,1992,46,11,4
   1992   4   12     4       3    48   128.8,1992,48,12,4
   1992   5   19     8       0    11   246.9,1992,11,19,8
   1992   6   21    10       0    92   230.7,1992,92,21,10
   1992   7   20    12       0    54   149.2,1992,54,20,12
   1992   8   19    11       0   106   126.3,1992,106,19,11
   1992   9   17    10       0   104   105.9,1992,104,17,10
   1992  10   12     3       6    39    97.5,1992,39,12,3
   1992  11   12     4       4    92    47.2,1992,92,12,4
   1992  12    7     1      12    69    41.2,1992,69,7,1
   1993   1   10     3       5   103    29.3,1993,103,10,3
   1993   2    8     2       6     3    56.1,1993,3,8,2
   1993   3   10     2       9    33   118.7,1993,33,10,2
   1993   4   13     5       3    64    97.0,1993,64,13,5
   1993   5   16     7       0    48   163.5,1993,48,16,7
   1993   6   20    10       0    67   174.5,1993,67,20,10
   1993   7   20    11       0    62   183.9,1993,62,20,11
   1993   8   20    10       0    20   213.0,1993,20,20,10
   1993   9   17     8       0   105   120.3,1993,105,17,8
   1993  10   12     4       5   100   114.2,1993,100,12,4
   1993  11    9     1       7    39    59.7,1993,39,9,1
   1993  12    9     3       7   117    37.4,1993,117,9,3
   1994   1    9     2      11    99    64.2,1994,99,9,2
   1994   2    8     0      13    81    74.6,1994,81,8,0
   1994   3   11     5       1    52   104.9,1994,52,11,5
   1994   4   12     4       3    47   153.1,1994,47,12,4
   1994   5   15     7       0    71   132.5,1994,71,15,7
   1994   6   19     9       0    18   235.2,1994,18,19,9
   1994   7   23    12       0    38   229.2,1994,38,23,12
   1994   8   21    12       0    73   183.3,1994,73,21,12
   1994   9   17     9       0    87   103.9,1994,87,17,9
   1994  10   15     6       2    71   142.4,1994,71,15,6
   1994  11   13     8       0    84    24.2,1994,84,13,8
   1994  12   10     3       7    92    52.5,1994,92,10,3
   1995   1    9     2       7   132    46.0,1995,132,9,2
   1995   2   10     4       3    71    52.2,1995,71,10,4
   1995   3   10     1      13    39   157.6,1995,39,10,1
   1995   4   13     4       3    30   148.5,1995,30,13,4
   1995   5   16     6       2    41   254.3,1995,41,16,6
   1995   6   20     9       0    10   237.3,1995,10,20,9
   1995   7   24    13       0    16   196.1,1995,16,24,13
   1995   8   26    13       0    17   292.2,1995,17,26,13
   1995   9   18     9       0    98   129.9,1995,98,18,9
   1995  10   17     9       0    51   117.5,1995,51,17,9
   1995  11   11     3       7    91    72.0,1995,91,11,3
   1995  12    5     0      13    72    46.5,1995,72,5,0
   1996   1    7     3       4    54    24.0,1996,54,7,3
   1996   2    6     0      19    69    83.8,1996,69,6,0
   1996   3    8     1       9    53    69.0,1996,53,8,1
   1996   4   13     4       5    45   138.3,1996,45,13,4
   1996   5   14     4       4    41   174.4,1996,41,14,4
   1996   6   20     8       0    34   254.6,1996,34,20,8
   1996   7   22    11       0    17   235.6,1996,17,22,11
   1996   8   22    11       0    56   228.0,1996,56,22,11
   1996   9   18     9       0    18   156.0,1996,18,18,9
   1996  10   15     8       0    50   105.0,1996,50,15,8
   1996  11   10     2      12   106    80.1,1996,106,10,2
   1996  12    5     0      13    14    40.1,1996,14,5,0
   1997   1    5     0      18     8    40.8,1997,8,5,0
   1997   2   10     3       5    74    57.0,1997,74,10,3
   1997   3   12     4       4    31   110.3,1997,31,12,4
   1997   4   14     2       9    19   202.1,1997,19,14,2
   1997   5   17     6       1    55   233.0,1997,55,17,6
   1997   6   18    10       0    71   112.7,1997,71,18,10
   1997   7   22    10       0    30   236.1,1997,30,22,10
   1997   8   23    14       0   151   141.0,1997,151,23,14
   1997   9   19     9       0    18   156.9,1997,18,19,9
   1997  10   15     6       7    48   121.1,1997,48,15,6
   1997  11   12     5       7   110    68.3,1997,110,12,5
   1997  12    9     2      12    61    54.0,1997,61,9,2
   1998   1    8     2      12    83    58.1,1998,83,8,2
   1998   2   11     2       7     9    80.7,1998,9,11,2
   1998   3   11     4       6    44    72.1,1998,44,11,4
   1998   4   12     4       2   102   117.4,1998,102,12,4
   1998   5   18     8       1    39   212.7,1998,39,18,8
   1998   6   18    10       0    90   144.2,1998,90,18,10
   1998   7   19    11       0    48   157.9,1998,48,19,11
   1998   8   21    10       0    24   243.2,1998,24,21,10
   1998   9   19    11       0    80   135.0,1998,80,19,11
   1998  10   14     7       1   135    91.0,1998,135,14,7
   1998  11   10     3      10    58    89.3,1998,58,10,3
   1998  12    9     2       8    78    37.6,1998,78,9,2
   1999   1    9     2       6    85    60.3,1999,85,9,2
   1999   2    8     2       9    30    76.8,1999,30,8,2
   1999   3   11     3       9    52   113.8,1999,52,11,3
   1999   4   13     5       6    70   157.8,1999,70,13,5
   1999   5   17     8       0    51   147.0,1999,51,17,8
   1999   6   18     8       0    63   173.1,1999,63,18,8
   1999   7   23    12       0    10   233.4,1999,10,23,12
   1999   8   21    12       0   114   168.7,1999,114,21,12
   1999   9   20    10       0   130   153.4,1999,130,20,10
   1999  10   15     6       1    68   143.1,1999,68,15,6
   1999  11   11     4       3    47    97.8,1999,47,11,4
   1999  12    9     2      10   137    58.7,1999,137,9,2
   2000   1    8     0      15    20    52.0,2000,20,8,0
   2000   2   10     3       6    72    90.3,2000,72,10,3
   2000   3   11     3       5    31   123.9,2000,31,11,3
   2000   4   12     3       4   132   148.6,2000,132,12,3
   2000   5   16     7       0    60   173.3,2000,60,16,7
   2000   6   19    10       0    21   198.0,2000,21,19,10
   2000   7   20    11       0    53   200.8,2000,53,20,11
   2000   8   21    12       0    44   192.2,2000,44,21,12
   2000   9   19    11       0    80   119.6,2000,80,19,11
   2000  10   14     7       1   162    94.6,2000,162,14,7
   2000  11   10     3       4   119    65.7,2000,119,10,3
   2000  12    9     4       5   135    47.5,2000,135,9,4
   2001   1    7     0      13    85    71.2,2001,85,7,0
   2001   2    9     0      15    57    87.3,2001,57,9,0
   2001   3    9     3       8    88    66.0,2001,88,9,3
   2001   4   12     4       4    66   144.0,2001,66,12,4
   2001   5   17     7       0    23   204.5,2001,23,17,7
   2001   6   20     9       0    16   196.9,2001,16,20,9
   2001   7   21    11       0    81   203.8,2001,81,21,11
   2001   8   21    12       0    79   177.9,2001,79,21,12
   2001   9   18     9       0    26   131.2,2001,26,18,9
   2001  10   17    10       0   117   103.7,2001,117,17,10
   2001  11   11     2       8    40    76.0,2001,40,11,2
   2001  12    7     0      23    25    94.6,2001,25,7,0
   2002   1    9     3       7    66    35.5,2002,66,9,3
   2002   2   10     4       5    74    77.3*,2002,74,10,4
   2002   3   12     3       5    51   104.3,2002,51,12,3
   2002   4   14     4       3    63   197.0,2002,63,14,4
   2002   5   16     7       0    96   190.4,2002,96,16,7
   2002   6   18    10       0    32   138.0,2002,32,18,10
   2002   7   20    11       0    63   170.8,2002,63,20,11
   2002   8   21    11       0    46   191.8,2002,46,21,11
   2002   9   19     9       0    26   174.7,2002,26,19,9
   2002  10   15     7       2   142   102.7,2002,142,15,7
   2002  11   12     6       0   192    75.8,2002,192,12,6
   2002  12    9     4       3   100    50.0,2002,100,9,4
